"Environment and Climate Change Canada"
"Monthly Values for May - 2010"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"CHEMAINUS","48.934","-123.741","BC","11.9","0",NA,"21.5","0","1.5","0","0.0","0",NA,"85.1","0",NA,"0.0","12","","",NA,"187.8","0.0","1011500"
"COWICHAN LAKE FORESTRY","48.824","-124.133","BC","10.8","11","-1.2","22.0","11","0.8","11","0.0","0","0.0","150.3","0","174.0","0.0","17","","",NA,"144.7","0.0","1012040"
"LAKE COWICHAN","48.829","-124.052","BC","11.0","19","-1.0","24.0","19","1.0","12","0.0","19",NA,"35.0","19",NA,"0.0","5","","",NA,"83.5","0.0","1012055"
"DISCOVERY ISLAND","48.424","-123.225","BC","",,NA,"",,"5.9","1","",,NA,"",,NA,"","","",,NA,"","","1012475"
"DUNCAN KELVIN CREEK","48.735","-123.728","BC","10.7","1","-1.6","21.5","1","0.0","1","0.0","1",NA,"87.4","1",NA,"0.0","15","","",NA,"218.2","0.0","1012573"
"ESQUIMALT HARBOUR","48.432","-123.439","BC","10.3","0",NA,"17.2","0","2.6","0","",,NA,"22.4","0",NA,"","4","",,NA,"239.9","0.0","1012710"
"GANGES MANSELL RD","48.872","-123.498","BC","11.0","13",NA,"21.5","13","0.5","13","0.0","30",NA,"1.4","30",NA,"","1","","",NA,"125.4","0.0","1013051"
"GALIANO NORTH","48.985","-123.574","BC","12.0","2",NA,"20.5","2","3.0","2","0.0","2",NA,"76.6","2",NA,"0.0","15","","",NA,"173.3","0.0","10130MN"
"MALAHAT","48.575","-123.530","BC","10.0","0",NA,"20.7","0","1.1","0","",,NA,"",,NA,"","","",,NA,"246.9","0.0","1014820"
"METCHOSIN","48.374","-123.561","BC","",,NA,"",,"",,"0.0","0",NA,"79.0","0","198.0","0.0","14","","",NA,"","","1015105"
"NORTH COWICHAN","48.824","-123.718","BC","",,NA,"",,"",,"0.0","16",NA,"35.0","16",NA,"0.0","8","","",NA,"","","1015628"
"NORTH COWICHAN","48.824","-123.719","BC","9.9","8",NA,"21.8","7","-1.5","4","",,NA,"67.1","12",NA,"","15","",,NA,"186.0","0.0","1015630"
"NORTH PENDER ISLAND","48.813","-123.317","BC","12.2","5",NA,"22.0","5","2.0","5","0.0","5",NA,"68.0","5",NA,"0.0","10","","",NA,"151.2","0.0","1015638"
"PORT RENFREW","48.591","-124.326","BC","9.9","0","-1.2","20.0","0","-0.5","0","0.0","0","0.0","233.5","0","151.0","0.0","18","","",NA,"251.4","0.0","1016335"
"SAANICHTON CDA","48.622","-123.419","BC","10.9","0","-1.3","19.0","0","2.5","0","0.0","0",NA,"55.6","0","134.0","0.0","11","","",NA,"218.8","0.0","1016940"
"SALTSPRING ST MARY'S L","48.888","-123.546","BC","12.0","2","-1.0","21.0","2","3.0","2","0.0","2",NA,"77.4","2",NA,"0.0","14","","",NA,"174.8","0.0","1016995"
"SAANICHTON MT NEWTON","48.598","-123.427","BC","",,NA,"",,"",,"0.0","29",NA,"22.2","29",NA,"","2","","",NA,"","","1016RM0"
"SATURNA CAPMON","48.775","-123.128","BC","10.7","2","-1.3","19.6","2","1.9","2","0.0","2",NA,"60.2","2",NA,"0.0","9","","",NA,"211.8","0.0","1017098"
