"Environment and Climate Change Canada"
"Monthly Values for May - 2009"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Clim_ID","Climate Identifier"
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Clim_ID"
"CHEMAINUS","48.934","-123.741","BC","13.0","0",NA,"25.5","0","4.0","0","0.0","0",NA,"64.7","0",NA,"0.0","10","","",NA,"154.3","0.8","1011500"
"COWICHAN LAKE FORESTRY","48.824","-124.133","BC","10.6","14","-1.4","27.0","14","1.5","14","0.0","0","0.0","103.2","0","119.0","0.0","11","","",NA,"126.0","0.0","1012040"
"LAKE COWICHAN","48.829","-124.052","BC","9.7","19","-2.4","22.0","19","0.5","14","0.0","19",NA,"73.5","19",NA,"","5","","",NA,"100.1","0.0","1012055"
"DISCOVERY ISLAND","48.424","-123.225","BC","",,NA,"",,"6.0","0","",,NA,"",,NA,"","","",,NA,"","","1012475"
"DUNCAN KELVIN CREEK","48.735","-123.728","BC","11.8","0","-0.5","29.0","0","2.5","0","0.0","0","0.0","75.3","0","153.0","0.0","8","","",NA,"192.1","0.0","1012573"
"ESQUIMALT HARBOUR","48.432","-123.439","BC","10.8","0",NA,"20.5","0","3.7","0","",,NA,"42.8","1",NA,"","10","",,NA,"223.9","0.0","1012710"
"GANGES MANSELL RD","48.872","-123.498","BC","12.5","12",NA,"26.5","12","3.5","12","0.0","27",NA,"2.2","27",NA,"","1","","",NA,"104.8","0.3","1013051"
"GALIANO NORTH","48.985","-123.574","BC","12.5","1",NA,"26.0","1","5.0","1","0.0","1",NA,"54.0","1",NA,"0.0","9","","",NA,"164.6","0.0","10130MN"
"MALAHAT","48.575","-123.530","BC","11.2","0",NA,"26.3","0","2.3","0","",,NA,"",,NA,"","","",,NA,"211.8","2.3","1014820"
"METCHOSIN","48.374","-123.561","BC","",,NA,"",,"",,"0.0","0",NA,"61.4","0","154.0","0.0","9","","",NA,"","","1015105"
